Start file: scen/Berlin_1_256-even-1.scen,
iteration: 0, cost: 78, duration: 234287800, num_raplans: 0
iteration: 1, cost: 78, duration: 237530900, num_raplans: 0
iteration: 2, cost: 78, duration: 237586900, num_raplans: 0
Instance summary: num_iteration:3, avg_cost: 78, avg_duration: 236468533.33333334, avg_replans: 0, std_duration: 1888778.0185435591, success_ratio: 100.0%


