Start file: scen/Berlin_1_256-even-1.scen,
iteration: 0, cost: 78, duration: 252920200, num_raplans: 0
iteration: 1, cost: 78, duration: 261326200, num_raplans: 0
iteration: 2, cost: 78, duration: 253708000, num_raplans: 0
Instance summary: num_iteration:3, avg_cost: 78, avg_duration: 255984800, avg_replans: 0, std_duration: 4642528.694580142, success_ratio: 100.0%


